producto_id,codigo_categoria,nombre_categoria,fecha,año,mes,precio_venta_unitario,costo_unitario,margen_unitario,margen_porcentaje,cambio_costo_este_mes,cambio_precio_este_mes,tipo_cambio
1,ALIM,Alimentos,2020-05-01,2020,5,15.37,13.1,2.2699999999999996,0.14769030579050096,False,False,Ninguno
1,ALIM,Alimentos,2020-06-01,2020,6,15.32,13.1,2.2200000000000006,0.1449086161879896,False,False,Ninguno
1,ALIM,Alimentos,2020-07-01,2020,7,15.95,13.09,2.8599999999999994,0.17931034482758618,False,True,Julio
1,ALIM,Alimentos,2020-08-01,2020,8,15.97,13.09,2.880000000000001,0.1803381340012524,False,False,Ninguno
1,ALIM,Alimentos,2020-09-01,2020,9,15.9,13.13,2.7699999999999996,0.17421383647798738,False,False,Ninguno
1,ALIM,Alimentos,2020-10-01,2020,10,15.95,13.09,2.8599999999999994,0.17931034482758618,False,False,Ninguno
1,ALIM,Alimentos,2020-11-01,2020,11,15.95,13.12,2.83,0.1774294670846395,False,False,Ninguno
1,ALIM,Alimentos,2020-12-01,2020,12,15.88,13.13,2.75,0.17317380352644834,False,False,Esporádico
1,ALIM,Alimentos,2021-01-01,2021,1,16.24,13.09,3.1499999999999986,0.19396551724137925,False,True,Esporádico
1,ALIM,Alimentos,2021-02-01,2021,2,15.95,13.63,2.3199999999999985,0.14545454545454536,True,True,Febrero
1,ALIM,Alimentos,2021-03-01,2021,3,15.98,13.66,2.3200000000000003,0.1451814768460576,False,False,Ninguno
1,ALIM,Alimentos,2021-04-01,2021,4,15.96,13.66,2.3000000000000007,0.1441102756892231,False,False,Ninguno
1,ALIM,Alimentos,2021-05-01,2021,5,15.98,13.62,2.360000000000001,0.14768460575719658,False,False,Ninguno
1,ALIM,Alimentos,2021-06-01,2021,6,15.97,13.66,2.3100000000000005,0.14464621164683786,False,False,Ninguno
1,ALIM,Alimentos,2021-07-01,2021,7,15.96,14.75,1.2100000000000009,0.07581453634085218,True,False,Julio
1,ALIM,Alimentos,2021-08-01,2021,8,15.92,14.75,1.17,0.07349246231155779,False,False,Ninguno
1,ALIM,Alimentos,2021-09-01,2021,9,15.92,14.73,1.1899999999999995,0.07474874371859293,False,False,Ninguno
1,ALIM,Alimentos,2021-10-01,2021,10,15.95,14.76,1.1899999999999995,0.0746081504702194,False,False,Ninguno
1,ALIM,Alimentos,2021-11-01,2021,11,16.0,14.75,1.25,0.078125,False,False,Ninguno
1,ALIM,Alimentos,2021-12-01,2021,12,15.95,14.73,1.2199999999999989,0.07648902821316608,False,False,Ninguno
1,ALIM,Alimentos,2022-01-01,2022,1,15.94,14.76,1.1799999999999997,0.07402760351317439,False,False,Ninguno
1,ALIM,Alimentos,2022-02-01,2022,2,17.63,15.07,2.5599999999999987,0.14520703346568342,True,True,Febrero
1,ALIM,Alimentos,2022-03-01,2022,3,17.64,15.05,2.59,0.1468253968253968,False,False,Ninguno
1,ALIM,Alimentos,2022-04-01,2022,4,17.57,15.06,2.51,0.14285714285714285,False,False,Ninguno
1,ALIM,Alimentos,2022-05-01,2022,5,17.61,15.07,2.539999999999999,0.144236229415105,False,False,Ninguno
1,ALIM,Alimentos,2022-06-01,2022,6,17.64,15.06,2.58,0.14625850340136054,False,False,Esporádico
1,ALIM,Alimentos,2022-07-01,2022,7,17.99,15.34,2.6499999999999986,0.1473040578098943,True,True,Julio
1,ALIM,Alimentos,2022-08-01,2022,8,17.9,15.37,2.5299999999999994,0.141340782122905,False,False,Ninguno
1,ALIM,Alimentos,2022-09-01,2022,9,17.95,15.35,2.5999999999999996,0.1448467966573816,False,False,Ninguno
1,ALIM,Alimentos,2022-10-01,2022,10,17.94,15.28,2.660000000000002,0.14827201783723531,True,True,Esporádico
1,ALIM,Alimentos,2022-11-01,2022,11,17.9,15.28,2.619999999999999,0.14636871508379884,False,False,Ninguno
1,ALIM,Alimentos,2022-12-01,2022,12,18.86,15.29,3.5700000000000003,0.1892895015906681,False,True,Esporádico
1,ALIM,Alimentos,2023-01-01,2023,1,18.78,15.32,3.460000000000001,0.18423855165069225,False,False,Ninguno
1,ALIM,Alimentos,2023-02-01,2023,2,19.0,16.03,2.969999999999999,0.15631578947368416,True,True,Febrero
1,ALIM,Alimentos,2023-03-01,2023,3,19.06,16.05,3.009999999999998,0.15792235047219297,False,False,Ninguno
1,ALIM,Alimentos,2023-04-01,2023,4,19.03,16.02,3.0100000000000016,0.15817130846032587,False,False,Ninguno
1,ALIM,Alimentos,2023-05-01,2023,5,19.03,16.07,2.960000000000001,0.15554387808723072,False,False,Ninguno
1,ALIM,Alimentos,2023-06-01,2023,6,19.05,16.02,3.030000000000001,0.1590551181102363,False,False,Ninguno
1,ALIM,Alimentos,2023-07-01,2023,7,19.03,16.08,2.950000000000003,0.1550183920126118,False,False,Julio
1,ALIM,Alimentos,2023-08-01,2023,8,19.09,16.06,3.030000000000001,0.15872184389732852,False,False,Ninguno
1,ALIM,Alimentos,2023-09-01,2023,9,19.08,16.03,3.049999999999997,0.15985324947589086,False,False,Ninguno
1,ALIM,Alimentos,2023-10-01,2023,10,19.07,16.04,3.030000000000001,0.15888830624016786,False,False,Ninguno
1,ALIM,Alimentos,2023-11-01,2023,11,19.06,16.06,3.0,0.15739769150052466,False,False,Ninguno
1,ALIM,Alimentos,2023-12-01,2023,12,19.09,16.02,3.0700000000000003,0.1608171817705605,False,False,Ninguno
1,ALIM,Alimentos,2024-01-01,2024,1,19.02,16.04,2.9800000000000004,0.156677181913775,False,False,Ninguno
1,ALIM,Alimentos,2024-02-01,2024,2,20.44,14.94,5.500000000000002,0.26908023483365956,True,True,Febrero
1,ALIM,Alimentos,2024-03-01,2024,3,20.46,14.93,5.530000000000001,0.27028347996089935,False,False,Ninguno
1,ALIM,Alimentos,2024-04-01,2024,4,20.46,14.94,5.520000000000001,0.26979472140762467,False,False,Ninguno
1,ALIM,Alimentos,2024-05-01,2024,5,20.48,14.95,5.530000000000001,0.27001953125000006,False,False,Ninguno
1,ALIM,Alimentos,2024-06-01,2024,6,20.45,14.96,5.489999999999998,0.26845965770171143,False,False,Ninguno
1,ALIM,Alimentos,2024-07-01,2024,7,20.82,14.91,5.91,0.2838616714697406,False,True,Julio
1,ALIM,Alimentos,2024-08-01,2024,8,20.73,14.96,5.77,0.27834056922334777,False,False,Ninguno
1,ALIM,Alimentos,2024-09-01,2024,9,20.8,14.94,5.860000000000001,0.2817307692307693,False,False,Ninguno
1,ALIM,Alimentos,2024-10-01,2024,10,20.77,14.94,5.83,0.28069330765527206,False,False,Ninguno
1,ALIM,Alimentos,2024-11-01,2024,11,20.71,14.92,5.790000000000001,0.2795750845002415,False,False,Ninguno
1,ALIM,Alimentos,2024-12-01,2024,12,20.81,14.96,5.849999999999998,0.28111484863046604,False,False,Ninguno
1,ALIM,Alimentos,2025-01-01,2025,1,21.61,14.92,6.6899999999999995,0.3095788986580287,False,True,Esporádico
1,ALIM,Alimentos,2025-02-01,2025,2,24.68,16.44,8.239999999999998,0.33387358184764987,True,True,Febrero
1,ALIM,Alimentos,2025-03-01,2025,3,24.61,16.39,8.219999999999999,0.3340105648110524,False,False,Ninguno
1,ALIM,Alimentos,2025-04-01,2025,4,24.68,16.45,8.23,0.3334683954619125,False,False,Ninguno
1,ALIM,Alimentos,2025-05-01,2025,5,24.6,16.39,8.21,0.333739837398374,False,False,Ninguno
1,ALIM,Alimentos,2025-06-01,2025,6,24.59,16.43,8.16,0.3318422122814152,False,False,Ninguno
1,ALIM,Alimentos,2025-07-01,2025,7,26.14,16.76,9.379999999999999,0.35883703136954853,True,True,Julio
1,ALIM,Alimentos,2025-08-01,2025,8,26.14,16.76,9.379999999999999,0.35883703136954853,False,False,Ninguno
1,ALIM,Alimentos,2025-09-01,2025,9,26.22,16.74,9.48,0.3615560640732266,False,False,Ninguno
1,ALIM,Alimentos,2025-10-01,2025,10,26.24,16.76,9.479999999999997,0.3612804878048779,False,False,Ninguno
1,ALIM,Alimentos,2025-11-01,2025,11,26.19,16.76,9.43,0.36006109201985487,False,False,Ninguno
2,ELEC,Electrónica,2018-07-01,2018,7,375.11,302.67,72.44,0.19311668577217347,False,False,Ninguno
2,ELEC,Electrónica,2018-08-01,2018,8,375.44,303.52,71.92000000000002,0.191561900703175,False,False,Ninguno
2,ELEC,Electrónica,2018-09-01,2018,9,375.98,303.43,72.55000000000001,0.19296239161657536,False,False,Ninguno
2,ELEC,Electrónica,2018-10-01,2018,10,375.69,303.31,72.38,0.1926588410657723,False,False,Ninguno
2,ELEC,Electrónica,2018-11-01,2018,11,375.67,303.04,72.63,0.19333457555833575,False,False,Ninguno
2,ELEC,Electrónica,2018-12-01,2018,12,376.18,302.58,73.60000000000002,0.19565101812961885,False,False,Ninguno
2,ELEC,Electrónica,2019-01-01,2019,1,374.61,302.68,71.93,0.19201302688128988,False,False,Ninguno
2,ELEC,Electrónica,2019-02-01,2019,2,376.71,313.2,63.50999999999999,0.16859122401847573,True,False,Febrero
2,ELEC,Electrónica,2019-03-01,2019,3,375.39,313.17,62.21999999999997,0.1657476224726284,False,False,Ninguno
2,ELEC,Electrónica,2019-04-01,2019,4,376.65,312.04,64.60999999999996,0.1715385636532589,False,False,Ninguno
2,ELEC,Electrónica,2019-05-01,2019,5,376.73,312.56,64.17000000000002,0.17033419159610336,False,False,Ninguno
2,ELEC,Electrónica,2019-06-01,2019,6,376.48,313.23,63.25,0.16800361240968975,False,False,Ninguno
2,ELEC,Electrónica,2019-07-01,2019,7,375.27,319.35,55.91999999999996,0.1490127108481892,True,False,Julio
2,ELEC,Electrónica,2019-08-01,2019,8,375.81,318.48,57.329999999999984,0.1525504909395705,False,False,Ninguno
2,ELEC,Electrónica,2019-09-01,2019,9,376.12,319.46,56.660000000000025,0.1506434116771244,False,False,Ninguno
2,ELEC,Electrónica,2019-10-01,2019,10,374.77,318.99,55.77999999999997,0.14883795394508625,False,False,Ninguno
2,ELEC,Electrónica,2019-11-01,2019,11,376.79,319.05,57.74000000000001,0.15324185886037317,False,False,Ninguno
2,ELEC,Electrónica,2019-12-01,2019,12,375.72,318.44,57.28000000000003,0.15245395507292672,False,False,Ninguno
2,ELEC,Electrónica,2020-01-01,2020,1,376.22,319.38,56.84000000000003,0.1510818138323322,False,False,Esporádico
2,ELEC,Electrónica,2020-02-01,2020,2,411.22,319.16,92.06,0.223870434317397,False,True,Febrero
2,ELEC,Electrónica,2020-03-01,2020,3,412.33,318.64,93.69,0.2272209152862998,False,False,Ninguno
2,ELEC,Electrónica,2020-04-01,2020,4,412.47,319.3,93.17000000000002,0.22588309452808691,False,False,Ninguno
2,ELEC,Electrónica,2020-05-01,2020,5,411.59,319.43,92.15999999999997,0.2239121455817682,False,False,Ninguno
2,ELEC,Electrónica,2020-06-01,2020,6,412.3,318.9,93.40000000000003,0.2265340771283047,False,False,Ninguno
2,ELEC,Electrónica,2020-07-01,2020,7,434.17,319.16,115.00999999999999,0.2648962388004698,False,True,Julio
2,ELEC,Electrónica,2020-08-01,2020,8,432.35,331.24,101.11000000000001,0.23386145483982887,True,False,Esporádico
2,ELEC,Electrónica,2020-09-01,2020,9,432.2,331.51,100.69,0.23297084683017122,False,False,Ninguno
2,ELEC,Electrónica,2020-10-01,2020,10,433.52,331.36,102.15999999999997,0.23565233437903665,False,False,Ninguno
2,ELEC,Electrónica,2020-11-01,2020,11,433.64,331.12,102.51999999999998,0.2364173046766903,False,False,Ninguno
2,ELEC,Electrónica,2020-12-01,2020,12,432.2,330.78,101.42000000000002,0.23465987968533092,False,False,Ninguno
2,ELEC,Electrónica,2021-01-01,2021,1,433.04,331.83,101.21000000000004,0.2337197487530021,False,False,Ninguno
2,ELEC,Electrónica,2021-02-01,2021,2,483.74,337.65,146.09000000000003,0.3020010749576219,True,True,Febrero
2,ELEC,Electrónica,2021-03-01,2021,3,482.09,337.47,144.61999999999995,0.2999854798896471,False,False,Ninguno
2,ELEC,Electrónica,2021-04-01,2021,4,483.51,338.07,145.44,0.3008003970962338,False,False,Ninguno
2,ELEC,Electrónica,2021-05-01,2021,5,484.04,338.22,145.82,0.3012560945376415,False,False,Ninguno
2,ELEC,Electrónica,2021-06-01,2021,6,483.43,338.67,144.76,0.29944355956394925,False,False,Ninguno
2,ELEC,Electrónica,2021-07-01,2021,7,483.73,344.71,139.02000000000004,0.2873917267897381,True,True,Julio
2,ELEC,Electrónica,2021-08-01,2021,8,486.3,344.14,142.16000000000003,0.29232983754883823,False,False,Ninguno
2,ELEC,Electrónica,2021-09-01,2021,9,485.53,345.25,140.27999999999997,0.28892138487838026,False,False,Esporádico
2,ELEC,Electrónica,2021-10-01,2021,10,484.01,344.66,139.34999999999997,0.2879072746430858,False,False,Ninguno
2,ELEC,Electrónica,2021-11-01,2021,11,484.23,344.32,139.91000000000003,0.28893294508807804,False,False,Ninguno
2,ELEC,Electrónica,2021-12-01,2021,12,485.58,344.86,140.71999999999997,0.2897977676181061,False,False,Ninguno
2,ELEC,Electrónica,2022-01-01,2022,1,484.32,345.01,139.31,0.2876404030393129,False,False,Ninguno
2,ELEC,Electrónica,2022-02-01,2022,2,562.15,345.12,217.02999999999997,0.38607133327403714,False,True,Febrero
2,ELEC,Electrónica,2022-03-01,2022,3,561.7,344.94,216.76000000000005,0.3858999465907068,False,False,Ninguno
2,ELEC,Electrónica,2022-04-01,2022,4,561.48,344.44,217.04000000000002,0.3865498325853103,False,False,Ninguno
2,ELEC,Electrónica,2022-05-01,2022,5,592.16,344.12,248.03999999999996,0.41887327749256953,False,True,Esporádico
2,ELEC,Electrónica,2022-06-01,2022,6,591.89,344.16,247.72999999999996,0.41854060720742026,False,False,Ninguno
2,ELEC,Electrónica,2022-07-01,2022,7,613.78,369.39,244.39,0.39817198344683763,True,True,Julio
2,ELEC,Electrónica,2022-08-01,2022,8,612.61,369.95,242.66000000000003,0.39610845399193617,False,False,Ninguno
2,ELEC,Electrónica,2022-09-01,2022,9,613.44,369.89,243.55000000000007,0.3970233437663016,False,False,Ninguno
2,ELEC,Electrónica,2022-10-01,2022,10,614.31,370.16,244.14999999999992,0.3974377757158437,False,False,Ninguno
2,ELEC,Electrónica,2022-11-01,2022,11,642.31,377.39,264.91999999999996,0.41244881754915846,True,True,Esporádico
2,ELEC,Electrónica,2022-12-01,2022,12,639.65,377.63,262.02,0.4096302665520206,False,False,Ninguno
2,ELEC,Electrónica,2023-01-01,2023,1,641.49,376.74,264.75,0.4127110321283262,False,False,Ninguno
2,ELEC,Electrónica,2023-02-01,2023,2,641.27,376.67,264.59999999999997,0.4126187097478441,False,False,Febrero
2,ELEC,Electrónica,2023-03-01,2023,3,641.23,378.05,263.18,0.4104299549303682,False,False,Ninguno
2,ELEC,Electrónica,2023-04-01,2023,4,641.49,377.22,264.27,0.4119627741663938,False,False,Ninguno
2,ELEC,Electrónica,2023-05-01,2023,5,641.12,377.32,263.8,0.4114674319940105,False,False,Ninguno
2,ELEC,Electrónica,2023-06-01,2023,6,640.5,378.05,262.45,0.4097580015612802,False,False,Ninguno
2,ELEC,Electrónica,2023-07-01,2023,7,635.66,416.13,219.52999999999997,0.34535758109681275,True,True,Julio
2,ELEC,Electrónica,2023-08-01,2023,8,635.64,416.04,219.59999999999997,0.3454785727770436,False,False,Ninguno
2,ELEC,Electrónica,2023-09-01,2023,9,635.55,417.15,218.39999999999998,0.3436393674769884,False,False,Ninguno
2,ELEC,Electrónica,2023-10-01,2023,10,638.51,416.54,221.96999999999997,0.347637468481308,False,False,Esporádico
2,ELEC,Electrónica,2023-11-01,2023,11,638.39,416.05,222.33999999999997,0.34828239790723536,False,False,Ninguno
2,ELEC,Electrónica,2023-12-01,2023,12,635.73,416.48,219.25,0.3448791153477105,False,False,Ninguno
2,ELEC,Electrónica,2024-01-01,2024,1,637.68,417.17,220.50999999999993,0.3458004014552753,False,False,Ninguno
2,ELEC,Electrónica,2024-02-01,2024,2,727.08,417.24,309.84000000000003,0.42614292787588715,False,True,Febrero
2,ELEC,Electrónica,2024-03-01,2024,3,724.36,416.48,307.88,0.4250372742835054,False,False,Ninguno
2,ELEC,Electrónica,2024-04-01,2024,4,727.1,417.26,309.84000000000003,0.4261312061614634,False,False,Ninguno
2,ELEC,Electrónica,2024-05-01,2024,5,725.38,417.66,307.71999999999997,0.4242190300256417,False,False,Ninguno
2,ELEC,Electrónica,2024-06-01,2024,6,726.97,416.63,310.34000000000003,0.4268951951249708,False,False,Ninguno
2,ELEC,Electrónica,2024-07-01,2024,7,725.45,425.79,299.66,0.41306775105107174,True,False,Julio
2,ELEC,Electrónica,2024-08-01,2024,8,726.87,425.61,301.26,0.41446200833711666,False,False,Ninguno
2,ELEC,Electrónica,2024-09-01,2024,9,727.52,424.51,303.01,0.41649714097206947,False,False,Ninguno
2,ELEC,Electrónica,2024-10-01,2024,10,727.18,425.19,301.98999999999995,0.41528919937292,False,False,Esporádico
2,ELEC,Electrónica,2024-11-01,2024,11,727.49,424.88,302.61,0.41596448061141733,False,False,Ninguno
2,ELEC,Electrónica,2024-12-01,2024,12,723.63,424.99,298.64,0.41269709658250764,False,False,Ninguno
2,ELEC,Electrónica,2025-01-01,2025,1,723.98,425.87,298.11,0.4117655183844858,False,False,Ninguno
2,ELEC,Electrónica,2025-02-01,2025,2,838.01,427.24,410.77,0.4901731482917865,True,True,Febrero
2,ELEC,Electrónica,2025-03-01,2025,3,837.38,426.69,410.69,0.4904463923188994,False,False,Ninguno
2,ELEC,Electrónica,2025-04-01,2025,4,836.78,426.12,410.65999999999997,0.4907622075097397,False,False,Ninguno
2,ELEC,Electrónica,2025-05-01,2025,5,838.91,426.76,412.15,0.49129227211500637,False,False,Ninguno
2,ELEC,Electrónica,2025-06-01,2025,6,839.1,426.97,412.13,0.49115719222976995,False,False,Ninguno
2,ELEC,Electrónica,2025-07-01,2025,7,866.23,411.03,455.20000000000005,0.5254955381365227,True,True,Julio
2,ELEC,Electrónica,2025-08-01,2025,8,867.99,411.66,456.33,0.5257318632703142,False,False,Ninguno
2,ELEC,Electrónica,2025-09-01,2025,9,863.98,411.51,452.47,0.5237042524132504,False,False,Ninguno
2,ELEC,Electrónica,2025-10-01,2025,10,867.33,411.17,456.16,0.5259359182779334,False,False,Ninguno
2,ELEC,Electrónica,2025-11-01,2025,11,856.83,421.34,435.49000000000007,0.508257180537563,True,True,Esporádico
3,LIBRO,Libros,2018-07-01,2018,7,54.08,37.99,16.089999999999996,0.29752218934911234,False,False,Ninguno
3,LIBRO,Libros,2018-08-01,2018,8,54.17,38.13,16.04,0.29610485508584083,False,False,Ninguno
3,LIBRO,Libros,2018-09-01,2018,9,54.32,38.03,16.29,0.29988954344624447,False,False,Ninguno
3,LIBRO,Libros,2018-10-01,2018,10,54.37,38.12,16.25,0.29887805775243703,False,False,Ninguno
3,LIBRO,Libros,2018-11-01,2018,11,54.18,38.09,16.089999999999996,0.2969730527870062,False,False,Ninguno
3,LIBRO,Libros,2018-12-01,2018,12,54.31,37.99,16.32,0.3004971460136255,False,False,Ninguno
3,LIBRO,Libros,2019-01-01,2019,1,54.19,38.06,16.129999999999995,0.29765639416866574,False,False,Ninguno
3,LIBRO,Libros,2019-02-01,2019,2,61.95,37.99,23.96,0.3867635189669088,False,True,Febrero
3,LIBRO,Libros,2019-03-01,2019,3,61.94,37.98,23.96,0.3868259606070391,False,False,Ninguno
3,LIBRO,Libros,2019-04-01,2019,4,61.06,37.99,23.07,0.3778250900753357,False,True,Esporádico
3,LIBRO,Libros,2019-05-01,2019,5,61.29,38.08,23.21,0.3786914667971937,False,False,Ninguno
3,LIBRO,Libros,2019-06-01,2019,6,61.37,38.07,23.299999999999997,0.37966433110640374,False,False,Ninguno
3,LIBRO,Libros,2019-07-01,2019,7,66.57,38.77,27.79999999999999,0.41760552801562256,True,True,Julio
3,LIBRO,Libros,2019-08-01,2019,8,65.51,39.65,25.860000000000007,0.3947488932987331,True,True,Esporádico
3,LIBRO,Libros,2019-09-01,2019,9,65.33,39.67,25.659999999999997,0.3927751415888565,False,False,Ninguno
3,LIBRO,Libros,2019-10-01,2019,10,65.69,39.6,26.089999999999996,0.3971685188004262,False,False,Ninguno
3,LIBRO,Libros,2019-11-01,2019,11,65.55,39.59,25.959999999999994,0.3960335621662852,False,False,Ninguno
3,LIBRO,Libros,2019-12-01,2019,12,65.48,39.62,25.860000000000007,0.3949297495418449,False,False,Ninguno
3,LIBRO,Libros,2020-01-01,2020,1,65.54,39.61,25.930000000000007,0.3956362526701252,False,False,Ninguno
3,LIBRO,Libros,2020-02-01,2020,2,65.9,40.7,25.200000000000003,0.38239757207890746,True,True,Febrero
3,LIBRO,Libros,2020-03-01,2020,3,65.8,40.62,25.18,0.38267477203647415,False,False,Ninguno
3,LIBRO,Libros,2020-04-01,2020,4,67.35,41.41,25.939999999999998,0.3851521900519673,True,True,Esporádico
3,LIBRO,Libros,2020-05-01,2020,5,67.5,41.37,26.130000000000003,0.38711111111111113,False,False,Esporádico
3,LIBRO,Libros,2020-06-01,2020,6,67.39,41.52,25.869999999999997,0.3838848493841816,False,False,Ninguno
3,LIBRO,Libros,2020-07-01,2020,7,72.29,42.57,29.720000000000006,0.4111218702448472,True,True,Julio
3,LIBRO,Libros,2020-08-01,2020,8,72.57,42.61,29.959999999999994,0.41284277249552154,False,False,Ninguno
3,LIBRO,Libros,2020-09-01,2020,9,72.53,42.61,29.92,0.4125189576726872,False,False,Ninguno
3,LIBRO,Libros,2020-10-01,2020,10,72.4,42.55,29.85000000000001,0.4122928176795581,False,False,Ninguno
3,LIBRO,Libros,2020-11-01,2020,11,72.59,42.61,29.980000000000004,0.4130045460807274,False,False,Ninguno
3,LIBRO,Libros,2020-12-01,2020,12,72.23,42.46,29.770000000000003,0.41215561401079887,False,False,Ninguno
3,LIBRO,Libros,2021-01-01,2021,1,72.57,42.51,30.059999999999995,0.4142207523770153,False,False,Ninguno
3,LIBRO,Libros,2021-02-01,2021,2,70.81,50.07,20.740000000000002,0.29289648354752157,True,True,Febrero
3,LIBRO,Libros,2021-03-01,2021,3,71.0,50.15,20.85,0.2936619718309859,False,False,Ninguno
3,LIBRO,Libros,2021-04-01,2021,4,70.85,50.12,20.729999999999997,0.2925899788285109,False,False,Ninguno
3,LIBRO,Libros,2021-05-01,2021,5,70.76,50.03,20.730000000000004,0.29296212549462974,False,False,Ninguno
3,LIBRO,Libros,2021-06-01,2021,6,71.01,49.96,21.050000000000004,0.2964371215321786,False,False,Ninguno
3,LIBRO,Libros,2021-07-01,2021,7,76.72,50.15,26.57,0.3463242961418144,False,True,Julio
3,LIBRO,Libros,2021-08-01,2021,8,76.62,50.06,26.560000000000002,0.3466457843904986,False,False,Ninguno
3,LIBRO,Libros,2021-09-01,2021,9,76.66,50.14,26.519999999999996,0.34594312548917294,False,False,Ninguno
3,LIBRO,Libros,2021-10-01,2021,10,76.47,50.0,26.47,0.3461488165293579,False,False,Ninguno
3,LIBRO,Libros,2021-11-01,2021,11,79.64,51.0,28.64,0.35961828227021597,True,True,Esporádico
3,LIBRO,Libros,2021-12-01,2021,12,79.49,51.08,28.409999999999997,0.3574034469744622,False,False,Ninguno
3,LIBRO,Libros,2022-01-01,2022,1,79.64,50.97,28.67,0.35999497739829234,False,False,Ninguno
3,LIBRO,Libros,2022-02-01,2022,2,89.16,53.88,35.279999999999994,0.395693135935397,True,True,Febrero
3,LIBRO,Libros,2022-03-01,2022,3,89.01,53.89,35.120000000000005,0.3945624087181216,False,False,Ninguno
3,LIBRO,Libros,2022-04-01,2022,4,88.93,53.96,34.970000000000006,0.39323063083323967,False,False,Ninguno
3,LIBRO,Libros,2022-05-01,2022,5,88.73,53.8,34.93000000000001,0.39366617829370004,False,False,Ninguno
3,LIBRO,Libros,2022-06-01,2022,6,89.04,53.93,35.11000000000001,0.39431716082659485,False,False,Ninguno
3,LIBRO,Libros,2022-07-01,2022,7,88.82,53.92,34.89999999999999,0.3929295203782931,False,False,Julio
3,LIBRO,Libros,2022-08-01,2022,8,88.72,53.8,34.92,0.3935978358881876,False,False,Ninguno
3,LIBRO,Libros,2022-09-01,2022,9,89.02,53.84,35.17999999999999,0.39519209166479435,False,False,Ninguno
3,LIBRO,Libros,2022-10-01,2022,10,88.94,53.85,35.089999999999996,0.3945356420058466,False,False,Ninguno
3,LIBRO,Libros,2022-11-01,2022,11,88.9,53.96,34.940000000000005,0.39302587176602927,False,False,Ninguno
3,LIBRO,Libros,2022-12-01,2022,12,91.95,53.94,38.010000000000005,0.4133768352365416,False,True,Esporádico
3,LIBRO,Libros,2023-01-01,2023,1,92.21,53.9,38.309999999999995,0.4154647001409825,False,False,Ninguno
3,LIBRO,Libros,2023-02-01,2023,2,105.81,56.11,49.7,0.4697098572913713,True,True,Febrero
3,LIBRO,Libros,2023-03-01,2023,3,106.26,56.11,50.150000000000006,0.47195558065123283,False,False,Ninguno
3,LIBRO,Libros,2023-04-01,2023,4,105.85,56.11,49.739999999999995,0.4699102503542749,False,False,Ninguno
